onset	duration	trial_type	amplitude
413.55	0.05	60_250	2.3187702143473183
413.6	0.05	60_250	2.717603482119761
413.65	0.05	60_250	2.570016170902672
413.7	0.05	60_250	2.3799990687085972
413.75	0.05	60_250	2.2720105494753926
413.8	0.05	60_250	2.274092489981771
413.85	0.05	60_250	2.1677461563871927
413.9	0.05	60_250	2.251358443470439
413.95	0.05	60_250	2.512580790814121
414.0	0.05	60_250	2.1835711241078513
414.05	0.05	60_250	2.0211624741366654
414.1	0.05	60_250	2.155819525083161
414.15	0.05	60_250	2.3255698337073087
414.2	0.05	60_250	2.4452721883668236
414.25	0.05	60_250	2.205292644423587
414.3	0.05	60_250	1.939574944120081
414.35	0.05	60_250	2.2275216342136837
414.4	0.05	60_250	2.2515604145199406
414.45	0.05	60_250	1.9831901973754138
414.5	0.05	60_250	2.181261866683527
414.55	0.05	60_250	2.274704681338835
414.6	0.05	60_250	2.408828576360867
414.65	0.05	60_250	2.5672845727672855
414.7	0.05	60_250	2.5930979758654615
414.75	0.05	60_250	2.6303968332417083
414.8	0.05	60_250	2.130940389217443
414.85	0.05	60_250	2.1701614297695353
414.9	0.05	60_250	2.4214280773168526
414.95	0.05	60_250	2.203677606744122
415.0	0.05	60_250	2.124090890547753
415.05	0.05	60_250	2.2539535005832616
415.1	0.05	60_250	2.2250703639687015
415.15	0.05	60_250	2.210280747497815
415.2	0.05	60_250	2.375562804165298
415.25	0.05	60_250	2.1874883872374293
415.3	0.05	60_250	2.315952851228805
415.35	0.05	60_250	2.168063822166341
415.4	0.05	60_250	2.0959158920152925
415.45	0.05	60_250	2.049082009467819
415.5	0.05	60_250	1.9935587340727088
415.55	0.05	60_250	2.664980896566141
415.6	0.05	60_250	2.5898975330691267
415.65	0.05	60_250	2.3234422424418946
415.7	0.05	60_250	2.5745817199712877
415.75	0.05	60_250	2.257729096048891
415.8	0.05	60_250	2.151621510401917
415.85	0.05	60_250	2.0426705233942957
415.9	0.05	60_250	2.322411807414138
415.95	0.05	60_250	2.518740696168882
416.0	0.05	60_250	2.6916522776869387
416.05	0.05	60_250	2.5590678353923155
416.1	0.05	60_250	2.6342088946884963
416.15	0.05	60_250	2.7850240882259594
416.2	0.05	60_250	2.38497402635427
416.25	0.05	60_250	2.280282869217466
416.3	0.05	60_250	2.182070182634742
416.35	0.05	60_250	2.1027089948182103
416.4	0.05	60_250	2.0283518046614577
416.45	0.05	60_250	2.484720178656549
416.5	0.05	60_250	2.7747180480402216
416.55	0.05	60_250	2.312132117599206
416.6	0.05	60_250	1.888419785791602
416.65	0.05	60_250	1.8452586813384417
416.7	0.05	60_250	1.822705066091552
416.75	0.05	60_250	2.289383924890849
416.8	0.05	60_250	2.4928917575970946
416.85	0.05	60_250	2.491070066318313
416.9	0.05	60_250	2.5409021477495943
416.95	0.05	60_250	2.7325410583924
417.0	0.05	60_250	2.5346124872034745
417.05	0.05	60_250	2.0885522628435123
417.1	0.05	60_250	2.069191371894597
417.15	0.05	60_250	2.539590342545142
417.2	0.05	60_250	2.582803442901013
417.25	0.05	60_250	2.2733315758563317
417.3	0.05	60_250	2.22524198315206
417.35	0.05	60_250	2.3104058558910596
417.4	0.05	60_250	2.4602893348672286
417.45	0.05	60_250	2.4748772278540447
417.5	0.05	60_250	2.510877357245275
417.55	0.05	60_250	2.4099345001652717
417.6	0.05	60_250	2.452223060974532
417.65	0.05	60_250	2.7766729919334048
417.7	0.05	60_250	2.7606921711856924
417.75	0.05	60_250	2.2416109657575727
417.8	0.05	60_250	1.953874739481841
417.85	0.05	60_250	1.8848606513208943
417.9	0.05	60_250	1.9726345306533015
417.95	0.05	60_250	2.0451065756258004
418.0	0.05	60_250	2.1796208972733644
418.05	0.05	60_250	2.2180295234054177
418.1	0.05	60_250	2.617908846136768
418.15	0.05	60_250	2.8023445183292743
418.2	0.05	60_250	2.8719231493704798
418.25	0.05	60_250	2.177226804797811
418.3	0.05	60_250	2.127551294379569
418.35	0.05	60_250	2.158806085113446
418.4	0.05	60_250	2.1606713307233734
418.45	0.05	60_250	2.125812278585321
418.5	0.05	60_250	2.0978673514776753
418.55	0.05	60_250	2.229782875486053
418.6	0.05	60_250	2.6254173563814236
418.65	0.05	60_250	2.3116721712155894
418.7	0.05	60_250	2.089287044721716
418.75	0.05	60_250	2.0835371507231315
418.8	0.05	60_250	2.0139397241426944
418.85	0.05	60_250	1.9699117189049262
418.9	0.05	60_250	1.9207911905280044
418.95	0.05	60_250	1.8526404699481385
419.0	0.05	60_250	1.7578527802612423
419.05	0.05	60_250	2.1240157246682
419.1	0.05	60_250	2.1079061372692762
419.15	0.05	60_250	2.0691825293951833
419.2	0.05	60_250	2.3581793640264923
419.25	0.05	60_250	2.4476186032272134
419.3	0.05	60_250	2.511831151161211
419.35	0.05	60_250	2.312405585148011
419.4	0.05	60_250	2.2143639938488286
419.45	0.05	60_250	2.2863697609930766
419.5	0.05	60_250	2.332752778337446
419.55	0.05	60_250	2.3985164676305804
419.6	0.05	60_250	2.4263840660991405
419.65	0.05	60_250	2.1874364439760305
419.7	0.05	60_250	2.092445486705928
419.75	0.05	60_250	1.96228439696535
419.8	0.05	60_250	2.139329592082804
419.85	0.05	60_250	2.414864419029034
419.9	0.05	60_250	2.371800538737831
419.95	0.05	60_250	2.495321103514019
420.0	0.05	60_250	2.5115636637409877
420.05	0.05	60_250	1.9900678146533177
420.1	0.05	60_250	1.9917637255408698
420.15	0.05	60_250	1.965162605251584
420.2	0.05	60_250	1.9603178505565753
420.25	0.05	60_250	2.3009455236645953
420.3	0.05	60_250	2.347991258050316
420.35	0.05	60_250	2.4667061708282882
420.4	0.05	60_250	2.676578945965491
420.45	0.05	60_250	2.5404810222286285
420.5	0.05	60_250	2.257149227181225
420.55	0.05	60_250	2.3306218480950482
420.6	0.05	60_250	2.45931279698968
420.65	0.05	60_250	2.8032000914190798
420.7	0.05	60_250	3.044744290053491
420.75	0.05	60_250	3.0661305012063407
420.8	0.05	60_250	3.0396254162880627
420.85	0.05	60_250	2.779184065871054
420.9	0.05	60_250	2.616107823572506
420.95	0.05	60_250	2.658013609170897
421.0	0.05	60_250	2.4618955425493083
421.05	0.05	60_250	2.319126897509771
421.1	0.05	60_250	2.7592788346036548
421.15	0.05	60_250	2.4449434965618244
421.2	0.05	60_250	2.0493260262079738
421.25	0.05	60_250	2.125618823153553
421.3	0.05	60_250	2.1498664862082686
421.35	0.05	60_250	2.006950864090388
421.4	0.05	60_250	2.1040416996947995
421.45	0.05	60_250	2.189669004137947
421.5	0.05	60_250	2.27827604026754
421.55	0.05	60_250	2.2670699353290065
421.6	0.05	60_250	2.266901975901381
421.65	0.05	60_250	2.5071656409407552
421.7	0.05	60_250	3.1289415703688572
421.75	0.05	60_250	2.6191968313911214
421.8	0.05	60_250	1.8213976175720612
421.85	0.05	60_250	1.882277167535145
421.9	0.05	60_250	1.9209461695175252
421.95	0.05	60_250	1.8086314475575482
422.0	0.05	60_250	1.9020884844523098
422.05	0.05	60_250	2.4942019142994787
422.1	0.05	60_250	2.2503026470838274
422.15	0.05	60_250	2.1295917215081595
422.2	0.05	60_250	2.20630124185556
422.25	0.05	60_250	2.244459035830163
422.3	0.05	60_250	1.9363858935312162
422.35	0.05	60_250	2.1775806839513385
422.4	0.05	60_250	2.276468988244917
422.45	0.05	60_250	2.2284519598214323
422.5	0.05	60_250	2.315967126854781
422.55	0.05	60_250	2.144298210454473
422.6	0.05	60_250	2.101284553155409
422.65	0.05	60_250	2.122927454950463
422.7	0.05	60_250	2.80638615118305
422.75	0.05	60_250	3.433171151047396
422.8	0.05	60_250	3.4177938119282185
422.85	0.05	60_250	3.111020307805278
422.9	0.05	60_250	3.0039158967474573
422.95	0.05	60_250	2.912821869840302
423.0	0.05	60_250	3.3174722116929125
423.05	0.05	60_250	3.165811643212365
423.1	0.05	60_250	2.8015863076634417
423.15	0.05	60_250	3.116441168381465
423.2	0.05	60_250	3.2945558758693525
423.25	0.05	60_250	2.9753606909348194
423.3	0.05	60_250	3.0361263252704123
423.35	0.05	60_250	3.1373990530035933
423.4	0.05	60_250	3.166326964309926
423.45	0.05	60_250	3.077644325773253
423.5	0.05	60_250	2.517344188088963
423.55	0.05	60_250	2.1433487633326833
423.6	0.05	60_250	2.083623721116172
423.65	0.05	60_250	2.2467492792125014
423.7	0.05	60_250	2.261220714213357
423.75	0.05	60_250	2.1475104072542166
423.8	0.05	60_250	2.1727731450675356
423.85	0.05	60_250	2.0068745054941637
423.9	0.05	60_250	2.018168463747758
423.95	0.05	60_250	2.1207139591101565
424.0	0.05	60_250	2.4018959191420772
424.05	0.05	60_250	2.6673712210294362
424.1	0.05	60_250	2.8580339573663687
424.15	0.05	60_250	2.5405569743561816
424.2	0.05	60_250	2.2375891334307507
424.25	0.05	60_250	2.4127515527590244
424.3	0.05	60_250	2.826296843866423
424.35	0.05	60_250	2.573248881556548
424.4	0.05	60_250	2.541644956280004
424.45	0.05	60_250	2.176138728368785
424.5	0.05	60_250	2.270859582607363
424.55	0.05	60_250	2.150879388097091
424.6	0.05	60_250	1.9911031502797896
424.65	0.05	60_250	2.266518872561723
424.7	0.05	60_250	2.5973533436452696
424.75	0.05	60_250	2.5543241623995523
424.8	0.05	60_250	2.7971668702155372
424.85	0.05	60_250	3.1723165906444013
424.9	0.05	60_250	3.4173005732787325
424.95	0.05	60_250	2.765071126589719
425.0	0.05	60_250	2.5075493335503203
425.05	0.05	60_250	2.5152959546926903
425.1	0.05	60_250	2.284365862662336
425.15	0.05	60_250	2.2616254917867478
425.2	0.05	60_250	2.3342860053974426
425.25	0.05	60_250	2.106299566521963
425.3	0.05	60_250	1.9848761063665774
425.35	0.05	60_250	2.142279609530059
425.4	0.05	60_250	2.4091656482872854
425.45	0.05	60_250	2.655005722720396
425.5	0.05	60_250	2.7575191645297625
425.55	0.05	60_250	2.6657406479368135
425.6	0.05	60_250	2.8149545466882517
425.65	0.05	60_250	2.691505765148821
425.7	0.05	60_250	2.65175434703154
425.75	0.05	60_250	2.4786452266386774
425.8	0.05	60_250	2.420645497598102
425.85	0.05	60_250	2.238805526227099
425.9	0.05	60_250	2.1830694042543657
425.95	0.05	60_250	2.220137770014745
426.0	0.05	60_250	2.257969958612183
426.05	0.05	60_250	2.341198032965165
426.1	0.05	60_250	2.235279321577746
426.15	0.05	60_250	2.223734301216173
426.2	0.05	60_250	2.1719311872204607
426.25	0.05	60_250	2.11226498040177
426.3	0.05	60_250	2.108837884171848
426.35	0.05	60_250	2.2241305967758063
426.4	0.05	60_250	2.4618545188362644
426.45	0.05	60_250	2.460523913286588
426.5	0.05	60_250	2.4902956787399746
426.55	0.05	60_250	2.7025614428436247
426.6	0.05	60_250	2.79538338143394
426.65	0.05	60_250	2.7793790499264706
426.7	0.05	60_250	2.7257714991789976
426.75	0.05	60_250	2.7452497301206926
426.8	0.05	60_250	2.641986338391483
426.85	0.05	60_250	2.398769171598867
426.9	0.05	60_250	2.3678681631514644
426.95	0.05	60_250	2.2979833460202532
427.0	0.05	60_250	2.305216432741756
427.05	0.05	60_250	2.338032448950618
427.1	0.05	60_250	2.5715202985912566
427.15	0.05	60_250	2.6637291088682664
427.2	0.05	60_250	2.7722879371716367
427.25	0.05	60_250	2.5959592063416843
427.3	0.05	60_250	2.305601212926262
427.35	0.05	60_250	2.2432428611140915
427.4	0.05	60_250	2.502866978123905
427.45	0.05	60_250	2.8351977859039486
427.5	0.05	60_250	2.8504545852066534
427.55	0.05	60_250	2.8276183882040367
427.6	0.05	60_250	2.8826133507938523
427.65	0.05	60_250	2.881329016636604
427.7	0.05	60_250	2.8700038422112595
427.75	0.05	60_250	2.9459888207446547
427.8	0.05	60_250	2.910195176548546
427.85	0.05	60_250	2.452383202618342
427.9	0.05	60_250	2.183116196173869
427.95	0.05	60_250	2.178502982399166
428.0	0.05	60_250	2.290703774183784
428.05	0.05	60_250	2.4574736153065686
428.1	0.05	60_250	2.5504438663398417
428.15	0.05	60_250	2.6677232587423743
428.2	0.05	60_250	2.638402026422718
428.25	0.05	60_250	2.3583528297365133
428.3	0.05	60_250	2.369922457588112
428.35	0.05	60_250	2.135414387925161
428.4	0.05	60_250	2.174843756905365
428.45	0.05	60_250	2.252935289660754
428.5	0.05	60_250	2.220941391831933
428.55	0.05	60_250	2.0046234282024717
428.6	0.05	60_250	2.1755240813649834
428.65	0.05	60_250	2.2035092765089273
428.7	0.05	60_250	2.095424241044797
428.75	0.05	60_250	2.1805775226020074
428.8	0.05	60_250	2.0345007753236217
428.85	0.05	60_250	1.9985559760509637
428.9	0.05	60_250	2.033417560483199
428.95	0.05	60_250	2.0052266017041727
429.0	0.05	60_250	1.9942646392886512
429.05	0.05	60_250	2.0188878117741083
429.1	0.05	60_250	2.1811931562535145
429.15	0.05	60_250	2.1819806195657256
429.2	0.05	60_250	2.235174182734929
429.25	0.05	60_250	2.2390335392986582
429.3	0.05	60_250	2.20181170649639
429.35	0.05	60_250	2.0430058773164332
429.4	0.05	60_250	2.157505440889246
429.45	0.05	60_250	2.28202501349527
429.5	0.05	60_250	2.2238417575207703
429.55	0.05	60_250	2.1783508178599127
429.6	0.05	60_250	2.1132541088954966
429.65	0.05	60_250	2.1118482732613866
429.7	0.05	60_250	2.2198093759832678
429.75	0.05	60_250	2.3875301498482138
429.8	0.05	60_250	2.367530678717546
429.85	0.05	60_250	2.2913895097397696
429.9	0.05	60_250	2.226251282072296
429.95	0.05	60_250	2.1983550943806125
430.0	0.05	60_250	2.178926356024502
430.05	0.05	60_250	2.210443647275505
430.1	0.05	60_250	2.1470194484464504
430.15	0.05	60_250	2.1307331209081797
430.2	0.05	60_250	2.1082637330077323
430.25	0.05	60_250	2.1213746596271497
430.3	0.05	60_250	1.9614110082086063
430.35	0.05	60_250	1.9442555498474214
430.4	0.05	60_250	1.9969991778776046
430.45	0.05	60_250	1.975780654294019
430.5	0.05	60_250	2.0563320622462813
430.55	0.05	60_250	2.0833876116612764
430.6	0.05	60_250	2.1047200884884956
430.65	0.05	60_250	2.1960196911693974
430.7	0.05	60_250	2.1608302863575597
430.75	0.05	60_250	2.24125262551419
430.8	0.05	60_250	2.478761735805553
430.85	0.05	60_250	2.5146689802931026
430.9	0.05	60_250	2.550963383038301
430.95	0.05	60_250	2.482761988780971
431.0	0.05	60_250	2.4149153872099394
431.05	0.05	60_250	2.6025525036259474
431.1	0.05	60_250	2.5747025281568376
431.15	0.05	60_250	2.178909316708324
431.2	0.05	60_250	1.9429463127763544
431.25	0.05	60_250	2.139977486377366
431.3	0.05	60_250	2.4710809145974935
431.35	0.05	60_250	2.4822293594755833
431.4	0.05	60_250	2.641569565740257
431.45	0.05	60_250	2.8061065016433244
431.5	0.05	60_250	2.9199363812139554
431.55	0.05	60_250	3.1074053154225303
431.6	0.05	60_250	3.275274858259208
431.65	0.05	60_250	3.3841545640509287
431.7	0.05	60_250	3.5415633671686586
431.75	0.05	60_250	3.53786894221109
431.8	0.05	60_250	3.551378712792702
431.85	0.05	60_250	3.5204772537878917
431.9	0.05	60_250	3.6222798015440563
431.95	0.05	60_250	3.791476544002603
432.0	0.05	60_250	3.7327147959915976
432.05	0.05	60_250	3.6135104532480646
432.1	0.05	60_250	3.4197606256609943
432.15	0.05	60_250	3.078248281887085
432.2	0.05	60_250	3.086278239466097
432.25	0.05	60_250	3.3041131348728747
432.3	0.05	60_250	2.770245663448802
432.35	0.05	60_250	2.290549733136934
432.4	0.05	60_250	2.244467296620369
432.45	0.05	60_250	2.224453701097158
432.5	0.05	60_250	2.385719456299843
432.55	0.05	60_250	2.745360250125297
432.6	0.05	60_250	2.8561863434940062
432.65	0.05	60_250	2.974076895782167
432.7	0.05	60_250	3.083759472535157
432.75	0.05	60_250	3.026008496368324
432.8	0.05	60_250	3.173487720189107
432.85	0.05	60_250	3.568478235588561
432.9	0.05	60_250	3.765776948747494
432.95	0.05	60_250	3.930733771075508
433.0	0.05	60_250	3.853786812400227
433.05	0.05	60_250	3.8446773970172767
433.1	0.05	60_250	4.021457632532081
433.15	0.05	60_250	3.9093912938344424
433.2	0.05	60_250	3.671084116229722
433.25	0.05	60_250	2.886282843932005
433.3	0.05	60_250	2.4368194564693324
433.35	0.05	60_250	2.3931922831306216
433.4	0.05	60_250	2.276185304365957
433.45	0.05	60_250	2.1604527941813054
433.5	0.05	60_250	2.119703388591447
433.55	0.05	60_250	2.183917070883243
433.6	0.05	60_250	2.2808532724700266
433.65	0.05	60_250	2.3882330663470395
433.7	0.05	60_250	2.570671622902225
433.75	0.05	60_250	2.4010473157004237
433.8	0.05	60_250	2.0797134638323085
433.85	0.05	60_250	2.138259627993136
433.9	0.05	60_250	2.2907733022810977
433.95	0.05	60_250	2.3319974787071414
434.0	0.05	60_250	2.223897158195689
434.05	0.05	60_250	2.2840366280885966
434.1	0.05	60_250	2.3427415933862017
434.15	0.05	60_250	2.3287359801795735
434.2	0.05	60_250	2.429281618073875
434.25	0.05	60_250	2.6081761803022703
434.3	0.05	60_250	2.8745762435460183
434.35	0.05	60_250	3.09442266554194
434.4	0.05	60_250	3.2175570700886182
434.45	0.05	60_250	3.121533826477408
434.5	0.05	60_250	2.9994362586687306
434.55	0.05	60_250	2.8397794050756615
434.6	0.05	60_250	2.8848903654550884
434.65	0.05	60_250	2.927635904942497
434.7	0.05	60_250	2.978489038522963
434.75	0.05	60_250	2.716384830113312
434.8	0.05	60_250	2.381565830835424
434.85	0.05	60_250	2.3964883297392148
434.9	0.05	60_250	2.4238227899169438
434.95	0.05	60_250	2.369781719431888
435.0	0.05	60_250	2.240567096867031
435.05	0.05	60_250	2.175817476071974
435.1	0.05	60_250	2.1297151130657386
435.15	0.05	60_250	2.2625829552858963
435.2	0.05	60_250	2.593696525874578
435.25	0.05	60_250	2.764298387595008
435.3	0.05	60_250	3.0013502945408774
435.35	0.05	60_250	3.0907916413051355
435.4	0.05	60_250	2.97551392700625
435.45	0.05	60_250	2.5381432605604233
435.5	0.05	60_250	2.5041302486365753
435.55	0.05	60_250	2.447838360887962
435.6	0.05	60_250	2.4146481496781043
435.65	0.05	60_250	2.299221651332028
435.7	0.05	60_250	2.219412850037665
435.75	0.05	60_250	2.1836895045889726
435.8	0.05	60_250	2.1629700331929866
435.85	0.05	60_250	2.3045740106074852
435.9	0.05	60_250	2.5363237115127903
435.95	0.05	60_250	2.7250762882016675
436.0	0.05	60_250	2.738556686873575
436.05	0.05	60_250	2.724011655205428
436.1	0.05	60_250	2.6444526072396592
436.15	0.05	60_250	2.69923108609404
436.2	0.05	60_250	2.7079884265199614
436.25	0.05	60_250	2.512645623701327
436.3	0.05	60_250	2.4212120722629327
436.35	0.05	60_250	2.418089880559491
436.4	0.05	60_250	2.4743430559455857
436.45	0.05	60_250	2.442559584257569
436.5	0.05	60_250	2.1262825681034685
436.55	0.05	60_250	2.1671496052739627
436.6	0.05	60_250	2.329722456718808
436.65	0.05	60_250	2.366927054347591
436.7	0.05	60_250	2.4017873944222328
436.75	0.05	60_250	2.451856402906967
436.8	0.05	60_250	2.4977631566652247
436.85	0.05	60_250	2.4475388950893002
436.9	0.05	60_250	2.3137966165950545
436.95	0.05	60_250	2.348643645452241
437.0	0.05	60_250	2.413948683494881
437.05	0.05	60_250	2.458212914011814
437.1	0.05	60_250	2.493256112125692
437.15	0.05	60_250	2.5160115977078696
437.2	0.05	60_250	2.463150392857855
437.25	0.05	60_250	2.2331401182548762
437.3	0.05	60_250	2.111522609018908
437.35	0.05	60_250	2.1122019338466576
437.4	0.05	60_250	2.2326351608521167
437.45	0.05	60_250	2.1544670539510737
437.5	0.05	60_250	2.1788059575433647
437.55	0.05	60_250	2.201242767714403
437.6	0.05	60_250	2.2236658963862848
437.65	0.05	60_250	2.187072928126311
437.7	0.05	60_250	2.118399117551878
437.75	0.05	60_250	2.018808673855093
437.8	0.05	60_250	2.1079175336406575
437.85	0.05	60_250	2.094308079046879
437.9	0.05	60_250	2.081743315255837
437.95	0.05	60_250	2.350000936887114
438.0	0.05	60_250	2.4178243364997325
438.05	0.05	60_250	2.4163969640820513
438.1	0.05	60_250	2.521002555698657
438.15	0.05	60_250	2.3191615598228275
438.2	0.05	60_250	2.270951805197869
438.25	0.05	60_250	2.235897711697178
438.3	0.05	60_250	2.3843542284553014
438.35	0.05	60_250	2.1810811186936196
438.4	0.05	60_250	2.144290738353627
438.45	0.05	60_250	2.0601123895979505
438.5	0.05	60_250	2.0694329422388047
438.55	0.05	60_250	2.1398421569243173
438.6	0.05	60_250	2.066464173654262
438.65	0.05	60_250	2.2368045866499635
438.7	0.05	60_250	2.103474315426676
438.75	0.05	60_250	1.9655227537267477
438.8	0.05	60_250	1.9524317944275145
438.85	0.05	60_250	2.101029075495614
438.9	0.05	60_250	2.2097566400494397
438.95	0.05	60_250	2.203547648984122
439.0	0.05	60_250	2.1794379109098445
439.05	0.05	60_250	2.1430726847227186
439.1	0.05	60_250	2.007166583187057
439.15	0.05	60_250	2.01418989363671
439.2	0.05	60_250	2.0974422613195847
439.25	0.05	60_250	1.9500344435129604
439.3	0.05	60_250	1.955630641151611
439.35	0.05	60_250	1.955271615252263
439.4	0.05	60_250	1.9856784269675218
439.45	0.05	60_250	2.282363475239579
439.5	0.05	60_250	2.023056155500356
439.55	0.05	60_250	2.065888929770774
439.6	0.05	60_250	1.9584251882009178
439.65	0.05	60_250	1.9592496658497798
439.7	0.05	60_250	2.149700766847082
439.75	0.05	60_250	2.1839198113576628
439.8	0.05	60_250	2.385100559594185
439.85	0.05	60_250	2.441160485893798
439.9	0.05	60_250	2.4236326286947794
439.95	0.05	60_250	2.3735204058324983
440.0	0.05	60_250	2.2289557705558556
440.05	0.05	60_250	2.171780825096976
440.1	0.05	60_250	2.348763978893262
440.15	0.05	60_250	2.5681988151084725
440.2	0.05	60_250	2.5130067644858114
440.25	0.05	60_250	2.567248387390209
440.3	0.05	60_250	2.4116251848744166
440.35	0.05	60_250	2.2908764098072387
440.4	0.05	60_250	2.0251805131004237
440.45	0.05	60_250	2.047024387642159
440.5	0.05	60_250	1.875311712922653
440.55	0.05	60_250	1.8782472517179605
440.6	0.05	60_250	2.1310175340485724
440.65	0.05	60_250	2.348932393693267
440.7	0.05	60_250	2.534610189889096
440.75	0.05	60_250	2.6140102686535513
440.8	0.05	60_250	2.0949548235103626
440.85	0.05	60_250	2.2055970212164673
440.9	0.05	60_250	2.055549453369031
440.95	0.05	60_250	1.9171949974836544
441.0	0.05	60_250	2.071629735298504
441.05	0.05	60_250	2.407375574799273
441.1	0.05	60_250	2.614729692298797
441.15	0.05	60_250	2.7790884768140867
441.2	0.05	60_250	2.7763256874842437
441.25	0.05	60_250	1.6960942847795704
441.3	0.05	60_250	1.8321428237296438
441.35	0.05	60_250	1.7126984091992954
441.4	0.05	60_250	1.7455389753791364
441.45	0.05	60_250	1.879873378592333
441.5	0.05	60_250	2.106436234532694
441.55	0.05	60_250	2.278588589468699
441.6	0.05	60_250	2.670647315443141
441.65	0.05	60_250	2.6459911956104474
441.7	0.05	60_250	2.0114552139252786
441.75	0.05	60_250	2.0677791831583527
441.8	0.05	60_250	1.9486437191319252
441.85	0.05	60_250	1.8604350855963867
441.9	0.05	60_250	2.0039034106921214
441.95	0.05	60_250	2.172566760953455
442.0	0.05	60_250	2.4464755015820563
442.05	0.05	60_250	2.465676517067057
442.1	0.05	60_250	2.4455475733652956
442.15	0.05	60_250	1.8257128373975373
442.2	0.05	60_250	1.9105472764909759
442.25	0.05	60_250	1.838268019093238
442.3	0.05	60_250	1.8057934013131363
442.35	0.05	60_250	2.003893846848515
442.4	0.05	60_250	2.1509591667160577
442.45	0.05	60_250	2.335689250955981
442.5	0.05	60_250	2.4754249991996193
442.55	0.05	60_250	1.8705401324953355
442.6	0.05	60_250	2.0035668213183144
442.65	0.05	60_250	1.9498156418669785
442.7	0.05	60_250	1.8108470034486943
442.75	0.05	60_250	1.862992800921366
442.8	0.05	60_250	2.05115623295702
442.85	0.05	60_250	2.3526357374282263
442.9	0.05	60_250	2.457953821522358
442.95	0.05	60_250	2.1404166780787
443.0	0.05	60_250	1.926977469986818
443.05	0.05	60_250	1.9519479108552917
443.1	0.05	60_250	2.021234325682636
443.15	0.05	60_250	2.1635437878659705
443.2	0.05	60_250	2.3942283832337496
443.25	0.05	60_250	2.5720073503585756
443.3	0.05	60_250	2.5824324068701894
443.35	0.05	60_250	2.5725122127775304
443.4	0.05	60_250	2.4659172773703832
443.45	0.05	60_250	2.268132447320473
443.5	0.05	60_250	2.1996894375972316
443.55	0.05	60_250	2.167858280864933
443.6	0.05	60_250	2.2026635730903155
443.65	0.05	60_250	2.3423470473451204
443.7	0.05	60_250	2.477844553719243
443.75	0.05	60_250	2.402043328768833
443.8	0.05	60_250	2.420332284452105
443.85	0.05	60_250	2.1154288373332917
443.9	0.05	60_250	2.1622985546023497
443.95	0.05	60_250	2.2221195499513344
444.0	0.05	60_250	2.2281467831406934
444.05	0.05	60_250	2.288639156451018
444.1	0.05	60_250	2.390357907752624
444.15	0.05	60_250	2.493947100972949
444.2	0.05	60_250	2.241423769844218
444.25	0.05	60_250	2.1114269182289522
444.3	0.05	60_250	2.3019149305901645
444.35	0.05	60_250	2.42854999443015
444.4	0.05	60_250	2.242968033369568
444.45	0.05	60_250	2.1955588329571873
444.5	0.05	60_250	2.3546735836047
444.55	0.05	60_250	2.5975991358868296
444.6	0.05	60_250	2.699738487714297
444.65	0.05	60_250	2.489345214687794
444.7	0.05	60_250	1.8710790057114501
444.75	0.05	60_250	1.8793588975644644
444.8	0.05	60_250	1.9050208179021628
444.85	0.05	60_250	2.053308914815738
444.9	0.05	60_250	2.0062383418369047
444.95	0.05	60_250	2.0492043580891472
445.0	0.05	60_250	2.0300523774905797
445.05	0.05	60_250	2.0447410192713087
445.1	0.05	60_250	2.179315994621456
445.15	0.05	60_250	1.940060797633622
445.2	0.05	60_250	1.8133862694442704
445.25	0.05	60_250	1.8444662493650033
445.3	0.05	60_250	1.9620378411085164
445.35	0.05	60_250	2.2759374206861986
445.4	0.05	60_250	2.3968492900006813
445.45	0.05	60_250	2.4998250436059983
445.5	0.05	60_250	2.536960759660331
445.55	0.05	60_250	2.4432390029696127
445.6	0.05	60_250	2.4834031867418473
445.65	0.05	60_250	2.542814362277451
445.7	0.05	60_250	2.299777649408374
445.75	0.05	60_250	2.044561507968695
445.8	0.05	60_250	2.0968468792646884
445.85	0.05	60_250	2.2738690296234227
445.9	0.05	60_250	2.258141822763222
445.95	0.05	60_250	2.1576639793763133
446.0	0.05	60_250	2.273757439854495
446.05	0.05	60_250	2.2106736177556865
446.1	0.05	60_250	2.326447629550063
446.15	0.05	60_250	2.52318654348658
446.2	0.05	60_250	2.559278505303965
446.25	0.05	60_250	2.7728689499450847
446.3	0.05	60_250	3.0015624166642536
446.35	0.05	60_250	3.0841192692305857
446.4	0.05	60_250	3.074910462358015
446.45	0.05	60_250	2.9744797670085803
446.5	0.05	60_250	2.822108033572237
446.55	0.05	60_250	2.684128358102759
446.6	0.05	60_250	2.525731990793991
446.65	0.05	60_250	2.193575238237892
446.7	0.05	60_250	2.2196785161506276
446.75	0.05	60_250	2.366950482166339
446.8	0.05	60_250	2.644450046883059
446.85	0.05	60_250	2.7157766533511842
446.9	0.05	60_250	2.7430750936651043
446.95	0.05	60_250	2.8685875602211137
447.0	0.05	60_250	2.7562807955695017
447.05	0.05	60_250	2.4431218028883275
447.1	0.05	60_250	2.3260961681042884
447.15	0.05	60_250	2.399917856790787
447.2	0.05	60_250	2.6900109505046133
447.25	0.05	60_250	2.709233432934766
447.3	0.05	60_250	2.7380795474691553
447.35	0.05	60_250	2.774745605577411
447.4	0.05	60_250	2.4804448702427884
447.45	0.05	60_250	2.439959203378156
447.5	0.05	60_250	2.6152380623688325
